,Suburb,Address,Rooms,Housewithrooms,Housewithrooms1,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
148,Brunswick,1/21 Jones St,2,House,house with 2,542000,S,Raine,22/05/2016,5.2,3056,2,1,1,0,,,Moreland,-37.7618,144.9662,Northern Metropolitan,11918
149,Brunswick,8/2 Pottery Ct,3,Townhouse,townhouse with 3,641000,SP,RW,22/05/2016,5.2,3056,3,2,1,0,112,1900,Moreland,-37.7703,144.9533,Northern Metropolitan,11918
150,Brunswick,131 Tinning St,5,House,house with 4,1395000,S,Nelson,22/05/2016,5.2,3056,4,2,2,391,,,Moreland,-37.7587,144.9548,Northern Metropolitan,11918
151,Brunswick,58 Cassels Rd,3,House,house with 3,860000,S,Ray,22/08/2016,5.2,3056,3,1,1,184,104,1890,Moreland,-37.7563,144.96,Northern Metropolitan,11918
152,Brunswick,2/825 Park St,1,Unit,unit with 1,440000,S,Nelson,22/08/2016,5.2,3056,1,1,1,0,,,Moreland,-37.7769,144.9523,Northern Metropolitan,11918
153,Brunswick,26 Talbot St,2,House,house with 2,860000,SP,Jellis,22/08/2016,5.2,3056,2,1,0,153,,,Moreland,-37.7657,144.9574,Northern Metropolitan,11918
154,Brunswick,4 McPherson St,3,House,house with 3,835000,PI,Jellis,23/04/2016,5.2,3056,3,1,0,302,,,Moreland,-37.758,144.9724,Northern Metropolitan,11918
155,Brunswick,35 Percy St,2,House,house with 2,705000,S,Chambers,23/04/2016,5.2,3056,2,1,1,161,68,1910,Moreland,-37.7646,144.9586,Northern Metropolitan,11918
156,Brunswick,94 Wilson St,2,House,house with 2,800000,S,Biggin,23/04/2016,5.2,3056,2,1,0,137,,,Moreland,-37.7745,144.9558,Northern Metropolitan,11918
157,Brunswick,270 Albion St,3,House,house with 3,880000,S,Nelson,24/09/2016,5.2,3056,3,1,1,264,117,1915,Moreland,-37.7603,144.9573,Northern Metropolitan,11918
158,Brunswick,1 Davison St,3,House,house with 3,1000000,S,Nelson,24/09/2016,5.2,3056,3,1,1,370,,,Moreland,-37.7632,144.9572,Northern Metropolitan,11918
159,Brunswick,2/18 De Carle St,2,Townhouse,townhouse with 2,754000,S,Nelson,24/09/2016,5.2,3056,2,2,1,177,105,2000,Moreland,-37.7625,144.9653,Northern Metropolitan,11918
160,Brunswick,17 Goodman St,2,House,house with 2,916000,S,Nelson,24/09/2016,5.2,3056,2,1,0,1328,,1890,Moreland,-37.773,144.9568,Northern Metropolitan,11918
161,Brunswick,5/6 Pottery Ct,2,Unit,unit with 2,590000,S,Woodards,24/09/2016,5.2,3056,2,1,1,0,74,2004,Moreland,-37.7703,144.9533,Northern Metropolitan,11918
162,Brunswick,2/6 Sydney Rd,2,Unit,unit with 2,575000,S,Nelson,24/09/2016,5.2,3056,2,1,1,0,66,1950,Moreland,-37.7775,144.9607,Northern Metropolitan,11918
163,Brunswick,41 Eveline St,2,House,house with 2,1020000,S,Jellis,25/02/2017,5.2,3056,2,1,1,279,,,Moreland,-37.77,144.9633,Northern Metropolitan,11918
164,Brunswick,28 Frederick St,3,House,house with 3,1510000,S,Nelson,25/02/2017,5.2,3056,3,1,0,325,150,1920,Moreland,-37.7621,144.9595,Northern Metropolitan,11918
165,Brunswick,3/30 Heller St,2,Townhouse,townhouse with 2,801000,S,Jellis,25/02/2017,5.2,3056,2,2,1,156,87,2007,Moreland,-37.7744,144.9498,Northern Metropolitan,11918
166,Brunswick,32 Lobb St,3,Townhouse,townhouse with 3,820000,SP,Jellis,25/02/2017,5.2,3056,3,2,2,4668,126,2011,Moreland,-37.7687,144.9649,Northern Metropolitan,11918
167,Brunswick,10/285 Brunswick Rd,1,Unit,unit with 1,370000,S,Jellis,26/07/2016,5.2,3056,1,1,1,540,45,1970,Moreland,-37.7766,144.9574,Northern Metropolitan,11918
168,Brunswick,4 Frederick St,3,House,house with 3,1170000,S,Nelson,26/07/2016,5.2,3056,3,1,0,285,104,1890,Moreland,-37.7634,144.9593,Northern Metropolitan,11918
169,Brunswick,4 Bell St,4,House,house with 3,1790000,S,Ray,27/06/2016,5.2,3056,3,1,1,416,129,1920,Moreland,-37.7737,144.965,Northern Metropolitan,11918
170,Brunswick,2/123 Brunswick Rd,3,Townhouse,townhouse with 3,640000,PI,Walshe,27/06/2016,5.2,3056,3,2,1,110,118,2000,Moreland,-37.7776,144.9691,Northern Metropolitan,11918
171,Brunswick,4 Bryant St,4,House,house with 3,820000,VB,Nelson,27/06/2016,5.2,3056,3,1,0,416,,,Moreland,-37.763,144.9598,Northern Metropolitan,11918
172,Brunswick,36 Charles St,4,House,house with 4,1875000,S,Jellis,27/06/2016,5.2,3056,4,2,2,657,207,1958,Moreland,-37.7725,144.964,Northern Metropolitan,11918
173,Brunswick,7 Garnet St,3,House,house with 3,1053000,S,Ray,27/06/2016,5.2,3056,3,1,1,343,1041,1925,Moreland,-37.7589,144.9529,Northern Metropolitan,11918
174,Brunswick,11 William St,3,Townhouse,townhouse with 2,705000,PI,Nelson,27/06/2016,5.2,3056,2,1,1,55,111,2012,Moreland,-37.7611,144.9622,Northern Metropolitan,11918
175,Brunswick,10/150 Brunswick Rd,1,Unit,unit with 1,240000,PI,Hodges,27/11/2016,5.2,3056,1,1,1,0,,,Moreland,-37.7776,144.9633,Northern Metropolitan,11918
176,Brunswick,329 Brunswick Rd,4,House,house with 4,1175000,PI,Jellis,27/11/2016,5.2,3056,4,1,2,319,1,,Moreland,-37.7763,144.9549,Northern Metropolitan,11918
177,Brunswick,7 Hall St,4,House,house with 4,1217000,S,Walshe,27/11/2016,5.2,3056,4,1,0,363,127,1920,Moreland,-37.7621,144.9506,Northern Metropolitan,11918
178,Brunswick,7 Louisa St,3,House,house with 3,1020000,SP,Jellis,27/11/2016,5.2,3056,3,1,3,308,119,1943,Moreland,-37.7649,144.9641,Northern Metropolitan,11918
179,Brunswick,302/34 Union St,2,Unit,unit with 2,1180000,PI,Jellis,27/11/2016,5.2,3056,2,1,1,0,,2010,Moreland,-37.7738,144.9585,Northern Metropolitan,11918
180,Brunswick,26 Warburton St,3,House,house with 3,1340000,S,Nelson,27/11/2016,5.2,3056,3,1,1,316,132,1910,Moreland,-37.7741,144.9703,Northern Metropolitan,11918
181,Brunswick,11 Denman St,4,House,house with 4,1410000,PI,Jellis,28/05/2016,5.2,3056,4,2,1,460,214,1916,Moreland,-37.7554,144.9544,Northern Metropolitan,11918
182,Brunswick,19 Horne St,3,House,house with 3,1550000,S,Nelson,28/05/2016,5.2,3056,3,1,1,346,126,1900,Moreland,-37.7738,144.9695,Northern Metropolitan,11918
183,Brunswick,30 Lobb St,3,House,house with 3,740000,PI,Nelson,28/05/2016,5.2,3056,3,2,1,4676,122,2010,Moreland,-37.7687,144.9649,Northern Metropolitan,11918
184,Brunswick,60 Rose St,3,House,house with 3,947000,S,Woodards,28/05/2016,5.2,3056,3,1,2,996,,,Moreland,-37.7564,144.9527,Northern Metropolitan,11918
185,Brunswick,2/22 Saxon St,2,Unit,unit with 2,592500,S,Nelson,28/05/2016,5.2,3056,2,1,2,0,89,2002,Moreland,-37.7706,144.9608,Northern Metropolitan,11918
186,Brunswick,38 Stewart St,3,House,house with 3,1317000,S,Nelson,28/05/2016,5.2,3056,3,1,1,480,,,Moreland,-37.7639,144.966,Northern Metropolitan,11918
187,Brunswick,11/6 Sydney Rd,1,Unit,unit with 1,370000,S,Nelson,28/05/2016,5.2,3056,1,1,1,0,54,1965,Moreland,-37.7775,144.9607,Northern Metropolitan,11918
188,Brunswick,46 Tinning St,2,House,house with 2,765000,S,Nelson,28/05/2016,5.2,3056,2,1,1,199,120,1880,Moreland,-37.759,144.9597,Northern Metropolitan,11918
189,Brunswick,10 Cliff St,1,House,house with 1,772000,SP,Collins,28/08/2016,5.2,3056,1,1,1,147,82,1890,Moreland,-37.7643,144.9584,Northern Metropolitan,11918
190,Brunswick,69 Glenlyon Rd,3,House,house with 3,1210000,S,Nelson,28/08/2016,5.2,3056,3,2,1,280,130,1890,Moreland,-37.7719,144.9661,Northern Metropolitan,11918
191,Brunswick,25 Gray St,4,House,house with 4,1755000,S,Jellis,28/08/2016,5.2,3056,4,2,1,354,199,1910,Moreland,-37.7745,144.9523,Northern Metropolitan,11918
192,Brunswick,30 Mountfield St,2,House,house with 2,1073000,S,Jellis,28/08/2016,5.2,3056,2,1,1,182,,,Moreland,-37.7629,144.968,Northern Metropolitan,11918
193,Brunswick,109 Stewart St,3,House,house with 3,1080000,S,Nelson,28/08/2016,5.2,3056,3,2,1,316,,,Moreland,-37.7643,144.9713,Northern Metropolitan,11918
194,Brunswick,411 Barkly St,2,House,house with 2,945000,S,Jellis,30/07/2016,5.2,3056,2,1,2,246,103,1910,Moreland,-37.775,144.9536,Northern Metropolitan,11918
195,Brunswick,52 Talbot St,2,House,house with 2,755000,S,Nelson,30/07/2016,5.2,3056,2,1,1,159,157,1930,Moreland,-37.7656,144.9562,Northern Metropolitan,11918
196,Brunswick West,8/7 Passfield St,2,Unit,unit with 2,521500,S,Peter,3/09/2016,5.9,3055,2,1,1,0,69,1960,Moreland,-37.768,144.9408,Northern Metropolitan,7082
197,Brunswick West,9/610 Moreland Rd,2,Unit,unit with 2,320000,PI,Nelson,3/12/2016,5.9,3055,2,1,1,0,,1980,Moreland,-37.7514,144.9288,Northern Metropolitan,7082
198,Brunswick West,25 Wales St,3,House,house with 3,1190000,S,Nelson,3/12/2016,5.9,3055,3,1,1,0,119,1920,Moreland,-37.7564,144.9422,Northern Metropolitan,7082
199,Brunswick West,89 Pearson St,3,House,house with 3,942000,S,McDonald,4/03/2017,5.9,3055,3,1,0,358,,,Moreland,-37.7642,144.9493,Northern Metropolitan,7082
200,Brunswick West,2/13 Walker St,2,Unit,unit with 2,471000,S,Jellis,4/03/2017,5.9,3055,2,1,1,564,60,1970,Moreland,-37.7665,144.9425,Northern Metropolitan,7082
201,Brunswick West,4/1 Allard St,2,Unit,unit with 2,473000,S,Harrington,4/06/2016,5.9,3055,2,1,2,568,,,Moreland,-37.7682,144.9422,Northern Metropolitan,7082
202,Brunswick West,5 Halpin St,3,House,house with 3,1200000,S,Nelson,4/06/2016,5.9,3055,3,1,1,600,,,Moreland,-37.769,144.9478,Northern Metropolitan,7082
203,Brunswick West,42 Whitby St,4,House,house with 4,930000,S,Nelson,4/06/2016,5.9,3055,4,2,2,299,,,Moreland,-37.764,144.9454,Northern Metropolitan,7082
204,Brunswick West,1/455 Albion St,1,Unit,unit with 1,265000,PI,Walshe,7/05/2016,5.9,3055,1,1,1,0,42,2000,Moreland,-37.7586,144.9452,Northern Metropolitan,7082
205,Brunswick West,64 Pearson St,3,House,house with 3,955000,S,hockingstuart,7/05/2016,5.9,3055,3,1,0,220,93,1930,Moreland,-37.7659,144.9494,Northern Metropolitan,7082
206,Brunswick West,497 Albion St,5,House,house with 5,1350000,SP,Woodards,7/11/2016,5.9,3055,5,2,2,510,321,1997,Moreland,-37.7581,144.9414,Northern Metropolitan,7082
207,Brunswick West,11/7 Egginton St,2,Townhouse,townhouse with 2,380000,VB,Nelson,7/11/2016,5.9,3055,2,1,1,0,85,1970,Moreland,-37.7607,144.9393,Northern Metropolitan,7082
208,Brunswick West,12/881 Park St,1,Unit,unit with 1,300000,SP,Grantham,7/11/2016,5.9,3055,1,1,0,0,37,1960,Moreland,-37.7763,144.947,Northern Metropolitan,7082
209,Brunswick West,10 Yarrabin St,3,House,house with 3,810000,S,Brad,7/11/2016,5.9,3055,3,1,2,349,95,1950,Moreland,-37.7589,144.9368,Northern Metropolitan,7082
210,Brunswick West,4/22 Murray St,2,Unit,unit with 2,380000,PI,Brad,10/09/2016,5.9,3055,2,1,1,0,,1970,Moreland,-37.7594,144.9427,Northern Metropolitan,7082
211,Brunswick West,81 Melville Rd,3,House,house with 3,793000,S,Ray,10/12/2016,5.9,3055,3,1,0,275,119,1935,Moreland,-37.763,144.9439,Northern Metropolitan,7082
212,Brunswick West,6/524 Moreland Rd,2,Unit,unit with 2,400000,SP,Nelson,10/12/2016,5.9,3055,2,1,1,73,64,1960,Moreland,-37.7528,144.9368,Northern Metropolitan,7082
213,Brunswick West,107/480 Albion St,2,Unit,unit with 2,400500,SP,Nelson,11/02/2017,5.9,3055,2,1,1,0,70,2013,Moreland,-37.7582,144.94,Northern Metropolitan,7082
214,Brunswick West,1/572 Moreland Rd,3,Townhouse,townhouse with 3,797500,S,Nelson,11/02/2017,5.9,3055,3,2,2,262,155,2010,Moreland,-37.7519,144.9324,Northern Metropolitan,7082
215,Brunswick West,18/180 Union St,2,Unit,unit with 2,435000,S,Nelson,12/06/2016,5.9,3055,2,1,1,0,,2002,Moreland,-37.7727,144.9497,Northern Metropolitan,7082
216,Brunswick West,468 Moreland Rd,3,House,house with 3,920000,S,Jellis,12/11/2016,5.9,3055,3,1,2,501,,,Moreland,-37.753,144.9421,Northern Metropolitan,7082
217,Brunswick West,915 Park St,3,House,house with 3,1172000,S,Stockdale,12/11/2016,5.9,3055,3,1,2,512,,,Moreland,-37.7758,144.9435,Northern Metropolitan,7082
218,Brunswick West,121 Pearson St,3,House,house with 3,1300000,PI,Jellis,12/11/2016,5.9,3055,3,1,2,364,135,1900,Moreland,-37.7618,144.9497,Northern Metropolitan,7082
219,Brunswick West,81 Whitby St,3,House,house with 3,1330000,S,Nelson,12/11/2016,5.9,3055,3,1,2,353,101,1930,Moreland,-37.764,144.9428,Northern Metropolitan,7082
220,Brunswick West,24 Burnell St,3,House,house with 3,1245000,S,Barry,14/05/2016,5.9,3055,3,1,1,412,,1934,Moreland,-37.7618,144.9455,Northern Metropolitan,7082
221,Brunswick West,102 Melville Rd,2,House,house with 2,900000,SP,hockingstuart,14/05/2016,5.9,3055,2,1,1,410,,,Moreland,-37.7613,144.9446,Northern Metropolitan,7082
222,Brunswick West,2 Henderson St,7,House,house with 7,1205000,S,Raine,15/10/2016,5.9,3055,7,3,1,447,287,1982,Moreland,-37.7634,144.9403,Northern Metropolitan,7082
223,Brunswick West,4/42 Passfield St,2,Unit,unit with 2,380000,PI,Jellis,15/10/2016,5.9,3055,2,1,1,0,62,1970,Moreland,-37.7676,144.9394,Northern Metropolitan,7082
224,Brunswick West,171 Union St,3,House,house with 3,1095000,S,Nelson,15/10/2016,5.9,3055,3,1,1,411,168,1935,Moreland,-37.7728,144.9478,Northern Metropolitan,7082
225,Brunswick West,2/243 Union St,2,Townhouse,townhouse with 2,680000,VB,Nelson,15/10/2016,5.9,3055,2,1,1,0,82,1970,Moreland,-37.772,144.9406,Northern Metropolitan,7082
226,Brunswick West,201 Hope St,2,House,house with 2,711000,S,Nelson,16/04/2016,5.9,3055,2,1,1,177,87,1910,Moreland,-37.7619,144.9412,Northern Metropolitan,7082
227,Brunswick West,7 Zeal St,2,House,house with 2,910000,S,Raine,16/04/2016,5.9,3055,2,1,4,576,,,Moreland,-37.7578,144.9439,Northern Metropolitan,7082
228,Brunswick West,194 Dawson St,3,House,house with 3,1186000,S,Nelson,16/07/2016,5.9,3055,3,1,3,608,,,Moreland,-37.7694,144.9448,Northern Metropolitan,7082
229,Brunswick West,5/8 Murray St,2,Unit,unit with 2,500000,S,Brad,16/07/2016,5.9,3055,2,1,1,0,75,1970,Moreland,-37.7595,144.9436,Northern Metropolitan,7082
230,Brunswick West,33 Whitby St,2,House,house with 2,1005000,S,Nelson,17/09/2016,5.9,3055,2,1,1,284,,1926,Moreland,-37.7646,144.9476,Northern Metropolitan,7082
231,Brunswick West,7/7 Allard St,2,Unit,unit with 2,385000,SP,Jellis,18/03/2017,5.9,3055,2,1,1,0,62,1970,Moreland,-37.7688,144.9421,Northern Metropolitan,7082
232,Brunswick West,5/21 Cumming St,2,Unit,unit with 2,656000,S,Collins,18/03/2017,5.9,3055,2,1,1,0,,,Moreland,-37.7609,144.9425,Northern Metropolitan,7082
233,Brunswick West,3/546 Moreland Rd,2,Unit,unit with 2,370000,S,Ray,18/03/2017,5.9,3055,2,1,1,2120,59,1960,Moreland,-37.7524,144.9347,Northern Metropolitan,7082
234,Brunswick West,2/8 Walker St,1,Unit,unit with 1,320000,S,Jellis,18/06/2016,5.9,3055,1,1,1,0,43,1970,Moreland,-37.7661,144.9422,Northern Metropolitan,7082
235,Brunswick West,29 Grantham St,4,House,house with 4,988000,S,Nelson,19/11/2016,5.9,3055,4,1,1,384,,,Moreland,-37.7733,144.9491,Northern Metropolitan,7082
236,Brunswick West,3/447 Brunswick Rd,2,Unit,unit with 2,400000,S,Nelson,22/05/2016,5.9,3055,2,1,1,0,,,Moreland,-37.7752,144.9463,Northern Metropolitan,7082
237,Brunswick West,9/39 Heller St,1,Unit,unit with 1,330000,S,hockingstuart/Advantage,22/05/2016,5.9,3055,1,1,1,0,42,1970,Moreland,-37.7748,144.9483,Northern Metropolitan,7082
238,Brunswick West,542 Albion St,5,House,house with 5,1200000,PI,Jellis,22/08/2016,5.9,3055,5,2,3,553,193,1920,Moreland,-37.7576,144.9348,Northern Metropolitan,7082
239,Brunswick West,6/86 Heller St,2,Unit,unit with 2,537000,SP,Jellis,22/08/2016,5.9,3055,2,1,1,501,66,1960,Moreland,-37.7741,144.9449,Northern Metropolitan,7082
240,Brunswick West,7 Morrow St,3,House,house with 3,910000,S,Brad,22/08/2016,5.9,3055,3,1,2,717,141,1950,Moreland,-37.7525,144.9321,Northern Metropolitan,7082
241,Brunswick West,8/48 Passfield St,1,Unit,unit with 1,285000,PI,Walshe,22/08/2016,5.9,3055,1,1,1,0,45,1970,Moreland,-37.7675,144.939,Northern Metropolitan,7082
242,Brunswick West,9 Peacock St,4,House,house with 3,921500,S,Ray,22/08/2016,5.9,3055,3,1,1,575,165,1930,Moreland,-37.7575,144.9402,Northern Metropolitan,7082
243,Brunswick West,1 Culloden St,3,House,house with 3,995000,S,Brad,23/04/2016,5.9,3055,3,1,2,505,,,Moreland,-37.757,144.9446,Northern Metropolitan,7082
244,Brunswick West,117 Pearson St,3,House,house with 3,901000,S,Rendina,23/04/2016,5.9,3055,3,1,4,357,,,Moreland,-37.762,144.9497,Northern Metropolitan,7082
245,Brunswick West,1 Jordan St,2,House,house with 2,1315000,S,Nelson,24/09/2016,5.9,3055,2,1,2,554,116,1930,Moreland,-37.7715,144.9426,Northern Metropolitan,7082
246,Brunswick West,8/109 Melville Rd,2,Unit,unit with 2,370000,VB,Nelson,24/09/2016,5.9,3055,2,1,1,0,65,1970,Moreland,-37.7606,144.9443,Northern Metropolitan,7082
247,Brunswick West,1/464 Victoria St,2,Townhouse,townhouse with 2,735000,S,Jellis,24/09/2016,5.9,3055,2,1,2,120,109,2004,Moreland,-37.7659,144.9487,Northern Metropolitan,7082
248,Brunswick West,15 Wallace St,4,House,house with 3,1000000,S,Nelson,24/09/2016,5.9,3055,3,1,1,589,148,1935,Moreland,-37.7628,144.9459,Northern Metropolitan,7082
249,Brunswick West,10/446 Albion St,1,Unit,unit with 1,252000,PI,McDonald,25/02/2017,5.9,3055,1,1,1,0,45,1970,Moreland,-37.7586,144.9433,Northern Metropolitan,7082
250,Brunswick West,871 Park St,4,House,house with 4,1700000,PI,Jellis,25/02/2017,5.9,3055,4,2,2,621,184,1920,Moreland,-37.7764,144.9479,Northern Metropolitan,7082
251,Brunswick West,12 Hamilton St,2,House,house with 3,820000,S,Jellis,26/07/2016,5.9,3055,3,1,1,206,98,1900,Moreland,-37.7604,144.9488,Northern Metropolitan,7082
252,Brunswick West,7/5 Allard St,2,Unit,unit with 2,370000,VB,Jellis,27/06/2016,5.9,3055,2,1,1,0,65,1970,Moreland,-37.7686,144.9421,Northern Metropolitan,7082
253,Brunswick West,1/30 McLean St,2,Unit,unit with 2,484000,S,Jellis,27/06/2016,5.9,3055,2,1,1,0,65,1950,Moreland,-37.7543,144.9385,Northern Metropolitan,7082
254,Brunswick West,2/494 Victoria St,3,Townhouse,townhouse with 3,815000,S,Ray,27/06/2016,5.9,3055,3,1,2,157,123,1999,Moreland,-37.7652,144.9454,Northern Metropolitan,7082
255,Brunswick West,487 Brunswick Rd,3,House,house with 3,1150000,VB,Jellis,27/11/2016,5.9,3055,3,1,2,726,,1950,Moreland,-37.7747,144.9421,Northern Metropolitan,7082
256,Brunswick West,1/312 Hope St,1,Unit,unit with 1,351000,PI,Nelson,27/11/2016,5.9,3055,1,1,1,0,,,Moreland,-37.7614,144.9393,Northern Metropolitan,7082
257,Brunswick West,53 Heller St,4,House,house with 4,1150000,VB,Nelson,28/05/2016,5.9,3055,4,1,2,519,169,1910,Moreland,-37.7747,144.9474,Northern Metropolitan,7082
258,Brunswick West,4/38 Melville Rd,2,Townhouse,townhouse with 2,598000,S,Nelson,28/05/2016,5.9,3055,2,1,1,69,,2009,Moreland,-37.766,144.9439,Northern Metropolitan,7082
259,Brunswick West,2/530 Victoria St,2,Unit,unit with 2,497000,S,Hodges,28/05/2016,5.9,3055,2,1,1,0,84,1977,Moreland,-37.7647,144.9412,Northern Metropolitan,7082
260,Brunswick West,5/22 Whitby St,2,Unit,unit with 2,403000,S,hockingstuart,28/05/2016,5.9,3055,2,1,2,0,,,Moreland,-37.7643,144.9477,Northern Metropolitan,7082
261,Brunswick West,1/536 Albion St,2,House,house with 2,440000,PI,Jellis,28/08/2016,5.9,3055,2,1,1,0,62,1960,Moreland,-37.7577,144.9354,Northern Metropolitan,7082
262,Brunswick West,196 Melville Rd,2,House,house with 3,816000,S,Nelson,28/08/2016,5.9,3055,3,2,1,343,115,1930,Moreland,-37.7552,144.9458,Northern Metropolitan,7082
263,Brunswick West,481 Albion St,4,House,house with 4,1585000,SP,Gunn&Co,30/07/2016,5.9,3055,4,1,2,562,,1920,Moreland,-37.7583,144.9428,Northern Metropolitan,7082
264,Brunswick West,16 Bakers Pde,4,House,house with 4,970000,PI,Nelson,30/07/2016,5.9,3055,4,3,2,499,150,1925,Moreland,-37.7538,144.944,Northern Metropolitan,7082
265,Carlton North,527 Nicholson St,3,House,house with 3,1330000,VB,Nelson,3/09/2016,3.2,3054,3,1,1,314,,1900,Yarra,-37.7871,144.9766,Northern Metropolitan,3106
266,Carlton North,593 Canning St,3,House,house with 3,1540000,S,Nelson,4/03/2017,3.2,3054,3,1,0,169,,,Yarra,-37.7821,144.9753,Northern Metropolitan,3106
267,Carlton North,112 Newry St,4,House,house with 4,1425000,S,Nelson,4/03/2017,3.2,3054,4,3,0,122,130,1890,Yarra,-37.7893,144.9696,Northern Metropolitan,3106
268,Carlton North,122 Richardson St,2,House,house with 2,1725000,S,hockingstuart,4/03/2017,3.2,3054,2,1,1,210,,,Yarra,-37.7844,144.972,Northern Metropolitan,3106
269,Carlton North,632 Rathdowne St,3,House,house with 3,1280000,VB,Nelson,6/08/2016,3.2,3054,3,1,0,203,,,Yarra,-37.7824,144.9733,Northern Metropolitan,3106
270,Carlton North,989 Drummond St,3,House,house with 3,2950000,SP,Chambers,7/05/2016,3.2,3054,3,1,2,499,164,1910,Yarra,-37.7811,144.9715,Northern Metropolitan,3106
271,Carlton North,700 Rathdowne St,4,House,house with 3,2175000,S,Woodards,7/05/2016,3.2,3054,3,1,0,418,163,1920,Yarra,-37.7808,144.9736,Northern Metropolitan,3106
272,Carlton North,2/872 Drummond St,2,Townhouse,townhouse with 2,765000,S,Nelson,8/10/2016,3.2,3054,2,1,1,1031,,1970,Yarra,-37.784,144.9715,Northern Metropolitan,3106
273,Carlton North,1 Fletcher La,2,House,house with 2,800000,PI,Nelson,10/12/2016,3.2,3054,2,1,1,73,104,2009,Yarra,-37.7852,144.9719,Northern Metropolitan,3106
274,Carlton North,173 MacPherson St,2,House,house with 2,1301000,S,Nelson,10/12/2016,3.2,3054,2,1,0,133,,,Yarra,-37.786,144.9704,Northern Metropolitan,3106
275,Carlton North,967 Drummond St,4,House,house with 4,2718000,S,Ray,11/03/2017,3.2,3054,4,2,0,538,142,2015,Yarra,-37.7816,144.9714,Northern Metropolitan,3106
276,Carlton North,9/823 Rathdowne St,1,Unit,unit with 1,468000,S,Nelson,11/03/2017,3.2,3054,1,1,1,861,,1970,Yarra,-37.7851,144.9723,Northern Metropolitan,3106
277,Carlton North,392 Station St,2,House,house with 1,2400000,S,Kelly,12/11/2016,3.2,3054,1,2,0,413,172,1900,Yarra,-37.7875,144.9759,Northern Metropolitan,3106
278,Carlton North,122 Amess St,3,House,house with 2,2210000,S,Nelson,14/05/2016,3.2,3054,2,2,1,190,,,Yarra,-37.7847,144.9741,Northern Metropolitan,3106
279,Carlton North,40 Ogrady St,2,House,house with 2,1330000,S,Nelson,15/10/2016,3.2,3054,2,1,0,116,,,Yarra,-37.7904,144.9726,Northern Metropolitan,3106
280,Carlton North,1018 Drummond St,4,House,house with 4,2520000,S,Nelson,16/04/2016,3.2,3054,4,2,2,504,168,1890,Yarra,-37.7805,144.9721,Northern Metropolitan,3106
281,Carlton North,354 Station St,3,House,house with 3,1214000,S,Nelson,16/04/2016,3.2,3054,3,3,1,144,,,Yarra,-37.7885,144.9757,Northern Metropolitan,3106
282,Carlton North,462 Canning St,3,House,house with 3,1955000,S,Nelson,16/07/2016,3.2,3054,3,2,1,163,135,,Yarra,-37.786,144.9751,Northern Metropolitan,3106
